what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465446237080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446238785
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446240468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446240522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1465446240527
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446250322
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446250368
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465446250399
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446250416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465446250416
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465446253102
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1465446254545
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446254760
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465446257773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446261175
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446263141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446263162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1465446263184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446272404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446303833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1465446303847
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465446306456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446319673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446322545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446323705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465446348843
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465446350466
